transaction_id,timestamp,transaction_type,merchant_category,amount_inr,transaction_status,sender_age_group,receiver_age_group,sender_state,sender_bank,receiver_bank,device_type,network_type,fraud_flag,hour_of_day,day_of_week,is_weekend
TXN400000000845,20-07-2024 23:40:00,P2M,Healthcare,13986,SUCCESS,36-45,46-55,Rajasthan,HDFC,PNB,Android,5G,0,23,Saturday,1
TXN400000000846,26-07-2024 11:56:00,P2M,Fuel,12918,FAILED,46-55,36-45,Karnataka,Yes Bank,Kotak,Android,5G,1,11,Friday,0
TXN400000000847,28-10-2024 21:29:00,Bill Payment,Fuel,1324,FAILED,18-25,56+,Tamil Nadu,PNB,SBI,Android,5G,0,21,Monday,0
TXN400000000848,12-01-2024 09:42:00,Bill Payment,Fuel,4995,SUCCESS,26-35,26-35,Karnataka,Axis,PNB,Android,4G,1,9,Friday,0
TXN400000000849,26-11-2024 07:45:00,Bill Payment,Utilities,13560,SUCCESS,36-45,56+,Maharashtra,Kotak,SBI,iOS,5G,1,7,Tuesday,0
TXN400000000850,25-07-2024 23:39:00,P2P,Entertainment,1260,SUCCESS,36-45,36-45,Delhi,ICICI,PNB,iOS,3G,1,23,Thursday,0
TXN400000000851,21-01-2024 20:27:00,P2P,Entertainment,10540,SUCCESS,46-55,46-55,Delhi,Axis,HDFC,Android,3G,1,20,Sunday,1
TXN400000000852,02-03-2024 13:55:00,Recharge,Fuel,2461,FAILED,36-45,18-25,Delhi,Yes Bank,ICICI,iOS,3G,1,13,Saturday,1
TXN400000000853,05-05-2024 09:19:00,P2M,Fuel,3631,FAILED,36-45,18-25,Karnataka,HDFC,Yes Bank,Android,4G,1,9,Sunday,1
TXN400000000854,02-10-2024 15:57:00,P2M,Fuel,9718,FAILED,26-35,26-35,Delhi,SBI,ICICI,Android,3G,0,15,Wednesday,0
TXN400000000855,31-05-2024 12:53:00,P2M,Grocery,11885,SUCCESS,18-25,18-25,Delhi,SBI,Kotak,iOS,5G,0,12,Friday,0
TXN400000000856,28-11-2024 05:42:00,Recharge,Fuel,6875,SUCCESS,18-25,18-25,Karnataka,HDFC,SBI,iOS,5G,1,5,Thursday,0
TXN400000000857,19-08-2024 07:51:00,P2M,Food,18070,FAILED,46-55,46-55,Gujarat,Axis,HDFC,Android,WiFi,0,7,Monday,0
TXN400000000858,23-04-2024 08:11:00,Bill Payment,Utilities,14632,FAILED,56+,26-35,Tamil Nadu,SBI,PNB,iOS,4G,1,8,Tuesday,0
TXN400000000859,12-04-2024 06:59:00,P2M,Entertainment,19608,SUCCESS,56+,26-35,Karnataka,SBI,SBI,iOS,5G,1,6,Friday,0
TXN400000000860,02-05-2024 02:59:00,P2M,Fuel,11113,FAILED,18-25,18-25,Rajasthan,Kotak,ICICI,iOS,5G,0,2,Thursday,0
TXN400000000861,18-03-2024 00:55:00,P2P,Utilities,16944,SUCCESS,46-55,26-35,Gujarat,Yes Bank,Kotak,Android,5G,1,0,Monday,0
TXN400000000862,10-11-2024 18:20:00,P2M,Fuel,17519,SUCCESS,18-25,36-45,Maharashtra,Axis,PNB,Android,4G,0,18,Sunday,1
TXN400000000863,05-11-2024 00:41:00,P2M,Entertainment,10899,SUCCESS,36-45,36-45,Delhi,PNB,PNB,Android,4G,1,0,Tuesday,0
TXN400000000864,20-02-2024 15:38:00,Bill Payment,Entertainment,19516,SUCCESS,26-35,18-25,Karnataka,HDFC,Kotak,iOS,5G,1,15,Tuesday,0
TXN400000000865,10-12-2024 04:50:00,P2M,Entertainment,12584,SUCCESS,56+,56+,Tamil Nadu,SBI,Axis,iOS,5G,1,4,Tuesday,0
TXN400000000866,01-10-2024 08:16:00,P2M,Food,18349,SUCCESS,36-45,36-45,Karnataka,ICICI,SBI,Android,WiFi,1,8,Tuesday,0
TXN400000000867,31-07-2024 11:12:00,Bill Payment,Entertainment,1595,SUCCESS,36-45,26-35,Rajasthan,Kotak,HDFC,iOS,WiFi,1,11,Wednesday,0
TXN400000000868,14-01-2024 13:02:00,P2P,Shopping,9920,FAILED,36-45,36-45,Karnataka,Kotak,ICICI,Android,5G,0,13,Sunday,1
TXN400000000869,06-08-2024 00:47:00,P2P,Food,6637,SUCCESS,36-45,18-25,Delhi,ICICI,Kotak,iOS,5G,0,0,Tuesday,0
TXN400000000870,23-03-2024 10:41:00,P2P,Entertainment,19845,SUCCESS,46-55,46-55,Maharashtra,Kotak,ICICI,iOS,4G,1,10,Saturday,1
TXN400000000871,07-11-2024 00:16:00,P2P,Fuel,11327,FAILED,26-35,46-55,Maharashtra,SBI,Axis,Android,WiFi,0,0,Thursday,0
TXN400000000872,11-03-2024 15:57:00,Recharge,Grocery,15947,SUCCESS,18-25,46-55,Delhi,PNB,Yes Bank,Android,3G,1,15,Monday,0
TXN400000000873,06-04-2024 13:07:00,P2P,Utilities,16921,FAILED,56+,36-45,Gujarat,PNB,ICICI,Android,5G,0,13,Saturday,1
TXN400000000874,07-09-2024 12:21:00,Bill Payment,Fuel,19729,SUCCESS,46-55,36-45,Maharashtra,Yes Bank,Yes Bank,Android,5G,0,12,Saturday,1
TXN400000000875,18-01-2024 11:13:00,P2P,Healthcare,3615,SUCCESS,36-45,26-35,Rajasthan,Kotak,Kotak,Android,4G,0,11,Thursday,0
TXN400000000876,30-10-2024 21:23:00,Recharge,Food,17552,SUCCESS,26-35,46-55,Maharashtra,Yes Bank,ICICI,Android,4G,0,21,Wednesday,0
TXN400000000877,26-09-2024 06:34:00,Recharge,Grocery,3233,FAILED,46-55,46-55,Tamil Nadu,PNB,Axis,iOS,3G,1,6,Thursday,0
TXN400000000878,14-04-2024 09:40:00,P2P,Food,10262,FAILED,56+,46-55,Gujarat,PNB,SBI,Android,4G,0,9,Sunday,1
TXN400000000879,24-03-2024 04:38:00,P2M,Shopping,9618,SUCCESS,46-55,36-45,Karnataka,SBI,Yes Bank,Android,3G,1,4,Sunday,1
TXN400000000880,07-10-2024 04:21:00,Bill Payment,Fuel,8633,FAILED,56+,56+,Delhi,HDFC,PNB,iOS,WiFi,1,4,Monday,0
TXN400000000881,04-09-2024 13:22:00,P2M,Utilities,163,FAILED,56+,18-25,Maharashtra,ICICI,Yes Bank,Android,5G,1,13,Wednesday,0
TXN400000000882,29-08-2024 01:50:00,Bill Payment,Fuel,2422,SUCCESS,46-55,36-45,Maharashtra,PNB,HDFC,Android,WiFi,0,1,Thursday,0
TXN400000000883,01-09-2024 14:15:00,P2P,Grocery,13488,SUCCESS,46-55,56+,Karnataka,Axis,HDFC,iOS,5G,0,14,Sunday,1
TXN400000000884,27-02-2024 15:16:00,Recharge,Fuel,9157,FAILED,18-25,46-55,Tamil Nadu,PNB,Kotak,iOS,3G,0,15,Tuesday,0
TXN400000000885,07-11-2024 22:34:00,P2M,Fuel,3915,FAILED,36-45,56+,Maharashtra,HDFC,PNB,iOS,3G,1,22,Thursday,0
TXN400000000886,19-06-2024 11:28:00,Recharge,Utilities,19205,FAILED,18-25,36-45,Tamil Nadu,HDFC,HDFC,Android,4G,1,11,Wednesday,0
TXN400000000887,24-03-2024 09:46:00,Recharge,Utilities,2199,FAILED,18-25,18-25,Maharashtra,HDFC,SBI,Android,4G,0,9,Sunday,1
TXN400000000888,21-03-2024 22:36:00,Bill Payment,Food,8538,FAILED,56+,26-35,Gujarat,Kotak,HDFC,iOS,4G,1,22,Thursday,0
TXN400000000889,05-02-2024 16:14:00,Recharge,Healthcare,17866,SUCCESS,56+,18-25,Rajasthan,Yes Bank,Yes Bank,Android,5G,0,16,Monday,0
TXN400000000890,23-07-2024 23:02:00,Recharge,Healthcare,6470,SUCCESS,36-45,36-45,Gujarat,Kotak,Yes Bank,iOS,3G,1,23,Tuesday,0
TXN400000000891,13-04-2024 22:25:00,Bill Payment,Fuel,10001,FAILED,26-35,26-35,Tamil Nadu,Kotak,Axis,iOS,WiFi,1,22,Saturday,1
TXN400000000892,29-11-2024 11:45:00,Recharge,Fuel,16650,SUCCESS,18-25,26-35,Gujarat,Axis,Axis,iOS,5G,1,11,Friday,0
TXN400000000893,30-05-2024 10:36:00,Bill Payment,Utilities,14262,SUCCESS,36-45,46-55,Delhi,PNB,HDFC,iOS,3G,1,10,Thursday,0
TXN400000000894,24-08-2024 05:08:00,Recharge,Fuel,7394,SUCCESS,18-25,56+,Maharashtra,Axis,PNB,iOS,4G,1,5,Saturday,1
TXN400000000895,06-02-2024 15:32:00,P2M,Food,19666,FAILED,46-55,36-45,Tamil Nadu,PNB,Axis,Android,WiFi,0,15,Tuesday,0
TXN400000000896,26-06-2024 06:50:00,P2P,Food,12790,FAILED,18-25,18-25,Delhi,Yes Bank,Axis,iOS,3G,1,6,Wednesday,0
TXN400000000897,22-11-2024 22:52:00,Recharge,Utilities,17300,SUCCESS,26-35,46-55,Delhi,PNB,Kotak,iOS,3G,1,22,Friday,0
TXN400000000898,27-05-2024 04:55:00,Recharge,Healthcare,17308,FAILED,46-55,56+,Gujarat,ICICI,Yes Bank,Android,4G,1,4,Monday,0
TXN400000000899,29-04-2024 07:13:00,P2P,Entertainment,18003,FAILED,26-35,18-25,Rajasthan,Kotak,SBI,Android,4G,1,7,Monday,0
TXN400000000900,08-04-2024 20:44:00,Bill Payment,Fuel,18249,SUCCESS,18-25,56+,Karnataka,SBI,ICICI,iOS,WiFi,0,20,Monday,0
TXN400000000901,24-10-2024 22:25:00,Bill Payment,Healthcare,15256,FAILED,36-45,18-25,Rajasthan,PNB,SBI,iOS,4G,1,22,Thursday,0
TXN400000000902,22-05-2024 10:24:00,P2M,Grocery,5982,SUCCESS,26-35,36-45,Tamil Nadu,HDFC,Kotak,iOS,4G,1,10,Wednesday,0
TXN400000000903,26-05-2024 13:33:00,Recharge,Healthcare,11252,SUCCESS,36-45,56+,Karnataka,SBI,Kotak,Android,4G,0,13,Sunday,1
TXN400000000904,02-03-2024 23:45:00,Bill Payment,Entertainment,15090,FAILED,18-25,18-25,Tamil Nadu,Yes Bank,SBI,Android,5G,1,23,Saturday,1
TXN400000000905,16-09-2024 22:37:00,Recharge,Utilities,2920,SUCCESS,18-25,18-25,Tamil Nadu,ICICI,Kotak,iOS,WiFi,0,22,Monday,0
TXN400000000906,12-03-2024 07:15:00,P2M,Shopping,1871,SUCCESS,36-45,56+,Delhi,SBI,HDFC,iOS,3G,0,7,Tuesday,0
TXN400000000907,13-03-2024 23:33:00,P2M,Entertainment,3862,FAILED,26-35,36-45,Karnataka,SBI,PNB,Android,3G,1,23,Wednesday,0
TXN400000000908,20-04-2024 16:08:00,P2P,Grocery,13915,FAILED,56+,18-25,Delhi,Yes Bank,Kotak,iOS,WiFi,0,16,Saturday,1
TXN400000000909,19-03-2024 05:07:00,P2M,Fuel,821,FAILED,18-25,18-25,Rajasthan,Kotak,Axis,Android,3G,0,5,Tuesday,0
TXN400000000910,14-08-2024 11:01:00,Recharge,Utilities,6318,FAILED,36-45,36-45,Tamil Nadu,Yes Bank,ICICI,iOS,5G,0,11,Wednesday,0
TXN400000000911,15-11-2024 20:46:00,Recharge,Food,3828,FAILED,56+,18-25,Gujarat,HDFC,Axis,iOS,4G,0,20,Friday,0
TXN400000000912,09-04-2024 09:11:00,Recharge,Food,11801,FAILED,46-55,46-55,Maharashtra,SBI,ICICI,iOS,5G,1,9,Tuesday,0
TXN400000000913,06-06-2024 23:24:00,P2M,Shopping,1407,FAILED,46-55,36-45,Tamil Nadu,Kotak,SBI,Android,5G,0,23,Thursday,0
TXN400000000914,14-06-2024 04:20:00,Bill Payment,Utilities,10530,FAILED,36-45,56+,Rajasthan,Kotak,PNB,Android,3G,0,4,Friday,0
TXN400000000915,05-07-2024 09:45:00,Recharge,Fuel,5410,FAILED,26-35,36-45,Tamil Nadu,SBI,SBI,iOS,4G,0,9,Friday,0
TXN400000000916,21-07-2024 22:57:00,P2P,Healthcare,14656,FAILED,18-25,26-35,Maharashtra,Kotak,PNB,Android,3G,0,22,Sunday,1
TXN400000000917,26-08-2024 15:56:00,P2M,Fuel,14608,SUCCESS,36-45,18-25,Maharashtra,HDFC,SBI,Android,5G,1,15,Monday,0
TXN400000000918,12-10-2024 21:09:00,Bill Payment,Food,4298,FAILED,36-45,46-55,Maharashtra,HDFC,Kotak,Android,4G,1,21,Saturday,1
TXN400000000919,07-02-2024 19:25:00,Bill Payment,Utilities,11075,SUCCESS,56+,56+,Tamil Nadu,SBI,HDFC,iOS,4G,1,19,Wednesday,0
TXN400000000920,04-12-2024 08:41:00,Recharge,Fuel,15051,SUCCESS,56+,36-45,Rajasthan,Yes Bank,SBI,Android,3G,0,8,Wednesday,0
TXN400000000921,07-11-2024 04:22:00,P2P,Shopping,15601,FAILED,36-45,26-35,Karnataka,HDFC,PNB,iOS,4G,1,4,Thursday,0
TXN400000000922,16-05-2024 07:12:00,Bill Payment,Fuel,6028,FAILED,46-55,18-25,Maharashtra,HDFC,PNB,iOS,5G,1,7,Thursday,0
TXN400000000923,18-11-2024 17:47:00,Bill Payment,Fuel,10442,SUCCESS,36-45,36-45,Rajasthan,PNB,PNB,iOS,4G,0,17,Monday,0
TXN400000000924,11-01-2024 02:18:00,Recharge,Healthcare,17899,SUCCESS,56+,46-55,Maharashtra,Axis,ICICI,iOS,WiFi,0,2,Thursday,0
TXN400000000925,10-12-2024 03:26:00,Recharge,Food,2486,FAILED,18-25,46-55,Gujarat,Axis,SBI,Android,WiFi,0,3,Tuesday,0
TXN400000000926,21-06-2024 11:34:00,P2M,Shopping,6690,SUCCESS,56+,26-35,Karnataka,HDFC,PNB,Android,4G,1,11,Friday,0
TXN400000000927,07-10-2024 13:15:00,P2P,Shopping,12445,SUCCESS,36-45,18-25,Rajasthan,SBI,Axis,Android,4G,0,13,Monday,0
TXN400000000928,16-03-2024 01:34:00,P2M,Healthcare,12202,SUCCESS,18-25,26-35,Maharashtra,Yes Bank,PNB,iOS,3G,0,1,Saturday,1
TXN400000000929,06-05-2024 17:18:00,Bill Payment,Shopping,5860,SUCCESS,36-45,46-55,Delhi,Yes Bank,Kotak,iOS,3G,0,17,Monday,0
TXN400000000930,14-01-2024 06:15:00,Bill Payment,Healthcare,13307,FAILED,26-35,56+,Rajasthan,ICICI,SBI,iOS,5G,0,6,Sunday,1
TXN400000000931,13-01-2024 17:33:00,P2M,Fuel,4981,SUCCESS,36-45,18-25,Tamil Nadu,SBI,Axis,Android,4G,0,17,Saturday,1
TXN400000000932,10-11-2024 08:06:00,P2P,Fuel,13112,SUCCESS,26-35,56+,Delhi,PNB,PNB,iOS,3G,1,8,Sunday,1
TXN400000000933,02-05-2024 10:34:00,P2P,Food,18869,SUCCESS,36-45,26-35,Rajasthan,HDFC,Kotak,Android,3G,1,10,Thursday,0
TXN400000000934,14-07-2024 14:17:00,Recharge,Healthcare,5412,SUCCESS,26-35,36-45,Maharashtra,SBI,Kotak,Android,5G,0,14,Sunday,1
TXN400000000935,30-04-2024 23:14:00,Bill Payment,Entertainment,12093,FAILED,56+,56+,Maharashtra,Kotak,PNB,Android,4G,0,23,Tuesday,0
TXN400000000936,29-04-2024 12:21:00,P2M,Grocery,11265,SUCCESS,56+,26-35,Rajasthan,HDFC,Yes Bank,Android,3G,0,12,Monday,0
TXN400000000937,05-04-2024 03:12:00,P2P,Shopping,4464,FAILED,56+,56+,Karnataka,Axis,Axis,Android,5G,1,3,Friday,0
TXN400000000938,09-08-2024 20:39:00,P2P,Entertainment,1485,SUCCESS,18-25,46-55,Rajasthan,Axis,PNB,Android,3G,1,20,Friday,0
TXN400000000939,20-07-2024 07:11:00,Recharge,Utilities,19924,SUCCESS,26-35,56+,Delhi,PNB,Kotak,iOS,4G,0,7,Saturday,1
TXN400000000940,21-11-2024 22:27:00,P2P,Fuel,6914,SUCCESS,36-45,36-45,Gujarat,HDFC,Yes Bank,Android,4G,1,22,Thursday,0
TXN400000000941,07-10-2024 05:56:00,Recharge,Food,8019,FAILED,46-55,36-45,Delhi,Axis,SBI,Android,4G,0,5,Monday,0
TXN400000000942,08-09-2024 14:33:00,P2M,Food,8874,SUCCESS,26-35,46-55,Delhi,ICICI,Kotak,iOS,WiFi,0,14,Sunday,1
TXN400000000943,16-10-2024 05:12:00,P2P,Grocery,2268,SUCCESS,36-45,36-45,Maharashtra,Axis,ICICI,Android,4G,1,5,Wednesday,0
TXN400000000944,01-04-2024 12:53:00,P2M,Healthcare,13910,FAILED,36-45,56+,Gujarat,HDFC,Axis,Android,5G,1,12,Monday,0
TXN400000000945,24-02-2024 22:39:00,Recharge,Fuel,12653,SUCCESS,26-35,18-25,Gujarat,SBI,Yes Bank,iOS,3G,1,22,Saturday,1
TXN400000000946,26-09-2024 11:34:00,P2M,Healthcare,5588,SUCCESS,46-55,46-55,Tamil Nadu,Axis,Axis,Android,3G,1,11,Thursday,0
TXN400000000947,12-07-2024 17:18:00,Bill Payment,Entertainment,18619,SUCCESS,18-25,26-35,Karnataka,Axis,Axis,iOS,5G,1,17,Friday,0
TXN400000000948,21-08-2024 10:03:00,P2P,Food,2256,SUCCESS,18-25,56+,Karnataka,Kotak,PNB,iOS,WiFi,0,10,Wednesday,0
TXN400000000949,07-11-2024 07:42:00,P2M,Food,8795,FAILED,26-35,26-35,Maharashtra,HDFC,Kotak,iOS,3G,1,7,Thursday,0
TXN400000000950,24-03-2024 10:39:00,P2M,Utilities,349,FAILED,46-55,18-25,Tamil Nadu,PNB,Kotak,iOS,5G,1,10,Sunday,1
TXN400000000951,03-06-2024 17:35:00,P2M,Healthcare,7034,SUCCESS,36-45,18-25,Rajasthan,Axis,HDFC,Android,4G,1,17,Monday,0
TXN400000000952,14-04-2024 08:44:00,Bill Payment,Food,16636,SUCCESS,46-55,56+,Maharashtra,HDFC,Yes Bank,iOS,WiFi,0,8,Sunday,1
TXN400000000953,09-01-2024 14:47:00,Bill Payment,Utilities,15961,FAILED,26-35,36-45,Tamil Nadu,Yes Bank,Axis,Android,WiFi,1,14,Tuesday,0
TXN400000000954,08-09-2024 16:27:00,Bill Payment,Shopping,2577,FAILED,26-35,26-35,Rajasthan,Axis,SBI,Android,5G,0,16,Sunday,1
TXN400000000955,21-01-2024 14:32:00,Bill Payment,Fuel,14446,SUCCESS,26-35,56+,Delhi,Kotak,Axis,iOS,WiFi,0,14,Sunday,1
TXN400000000956,29-02-2024 05:30:00,Recharge,Entertainment,14174,FAILED,46-55,36-45,Tamil Nadu,Yes Bank,ICICI,iOS,WiFi,0,5,Thursday,0
TXN400000000957,10-09-2024 01:48:00,Recharge,Utilities,15650,FAILED,26-35,26-35,Delhi,PNB,HDFC,Android,WiFi,0,1,Tuesday,0
TXN400000000958,26-03-2024 00:53:00,P2P,Fuel,17850,FAILED,46-55,36-45,Rajasthan,Axis,SBI,Android,4G,0,0,Tuesday,0
TXN400000000959,30-01-2024 22:36:00,P2P,Fuel,19886,SUCCESS,26-35,36-45,Maharashtra,ICICI,Axis,iOS,4G,1,22,Tuesday,0
TXN400000000960,10-09-2024 15:55:00,Recharge,Grocery,12847,FAILED,26-35,46-55,Delhi,SBI,Kotak,Android,3G,1,15,Tuesday,0
TXN400000000961,16-08-2024 19:41:00,P2P,Shopping,19106,FAILED,18-25,36-45,Rajasthan,SBI,ICICI,Android,WiFi,0,19,Friday,0
TXN400000000962,02-09-2024 17:35:00,Recharge,Grocery,3060,SUCCESS,36-45,26-35,Tamil Nadu,Kotak,Axis,iOS,4G,1,17,Monday,0
TXN400000000963,08-06-2024 18:09:00,P2P,Entertainment,19623,FAILED,56+,46-55,Delhi,ICICI,HDFC,Android,WiFi,0,18,Saturday,1
TXN400000000964,07-05-2024 23:43:00,Recharge,Utilities,16959,SUCCESS,36-45,26-35,Gujarat,Axis,HDFC,Android,3G,1,23,Tuesday,0
TXN400000000965,03-06-2024 16:37:00,P2M,Utilities,1079,SUCCESS,56+,56+,Maharashtra,Axis,PNB,iOS,3G,0,16,Monday,0
TXN400000000966,03-08-2024 15:06:00,P2M,Utilities,12013,FAILED,56+,18-25,Karnataka,HDFC,PNB,iOS,4G,0,15,Saturday,1
TXN400000000967,10-08-2024 02:09:00,Bill Payment,Entertainment,19220,FAILED,26-35,18-25,Maharashtra,Axis,Yes Bank,iOS,5G,0,2,Saturday,1
TXN400000000968,16-03-2024 03:36:00,P2M,Fuel,502,FAILED,46-55,46-55,Gujarat,PNB,Yes Bank,iOS,4G,1,3,Saturday,1
TXN400000000969,10-07-2024 17:28:00,Recharge,Shopping,9541,FAILED,36-45,46-55,Tamil Nadu,HDFC,PNB,iOS,5G,1,17,Wednesday,0
TXN400000000970,28-03-2024 16:12:00,P2P,Fuel,9325,FAILED,18-25,46-55,Gujarat,ICICI,SBI,Android,5G,0,16,Thursday,0
TXN400000000971,31-03-2024 18:34:00,P2M,Entertainment,1628,FAILED,36-45,46-55,Tamil Nadu,Axis,HDFC,iOS,WiFi,0,18,Sunday,1
TXN400000000972,04-05-2024 11:36:00,P2P,Entertainment,2076,SUCCESS,36-45,18-25,Delhi,Yes Bank,Axis,iOS,5G,0,11,Saturday,1
TXN400000000973,26-05-2024 02:32:00,P2P,Healthcare,4795,FAILED,36-45,46-55,Rajasthan,SBI,SBI,Android,4G,1,2,Sunday,1
TXN400000000974,27-05-2024 17:12:00,Recharge,Utilities,5835,SUCCESS,46-55,46-55,Gujarat,SBI,Yes Bank,Android,3G,1,17,Monday,0
TXN400000000975,17-07-2024 17:53:00,Bill Payment,Utilities,17243,FAILED,18-25,26-35,Rajasthan,Yes Bank,Kotak,iOS,WiFi,0,17,Wednesday,0
TXN400000000976,07-10-2024 18:10:00,Bill Payment,Shopping,13783,FAILED,56+,18-25,Delhi,SBI,ICICI,Android,4G,1,18,Monday,0
TXN400000000977,05-10-2024 07:40:00,Recharge,Grocery,1676,SUCCESS,56+,18-25,Rajasthan,HDFC,ICICI,iOS,5G,1,7,Saturday,1
TXN400000000978,15-11-2024 22:02:00,P2M,Grocery,10902,FAILED,18-25,46-55,Delhi,PNB,PNB,Android,5G,1,22,Friday,0
TXN400000000979,03-08-2024 04:31:00,Recharge,Entertainment,2566,SUCCESS,56+,46-55,Maharashtra,Kotak,ICICI,iOS,5G,1,4,Saturday,1
TXN400000000980,04-10-2024 07:49:00,P2M,Shopping,9097,SUCCESS,36-45,18-25,Gujarat,ICICI,Axis,iOS,WiFi,1,7,Friday,0
TXN400000000981,19-05-2024 01:37:00,P2M,Shopping,8411,SUCCESS,36-45,26-35,Tamil Nadu,HDFC,Kotak,iOS,WiFi,1,1,Sunday,1
TXN400000000982,20-10-2024 22:58:00,P2M,Fuel,14447,SUCCESS,18-25,56+,Tamil Nadu,Yes Bank,Yes Bank,iOS,4G,0,22,Sunday,1
TXN400000000983,03-09-2024 14:28:00,Bill Payment,Food,14035,FAILED,46-55,56+,Rajasthan,Kotak,Axis,iOS,4G,1,14,Tuesday,0
TXN400000000984,12-11-2024 13:38:00,P2P,Fuel,18279,FAILED,18-25,26-35,Maharashtra,Kotak,HDFC,Android,WiFi,1,13,Tuesday,0
TXN400000000985,19-07-2024 14:39:00,Bill Payment,Utilities,19931,FAILED,26-35,26-35,Maharashtra,Yes Bank,Kotak,Android,5G,0,14,Friday,0
TXN400000000986,12-12-2024 05:06:00,Bill Payment,Utilities,14328,FAILED,18-25,26-35,Maharashtra,ICICI,Axis,iOS,4G,1,5,Thursday,0
TXN400000000987,23-08-2024 17:30:00,P2M,Entertainment,1595,FAILED,18-25,26-35,Gujarat,SBI,ICICI,iOS,4G,0,17,Friday,0
TXN400000000988,24-11-2024 19:30:00,Bill Payment,Grocery,14821,SUCCESS,36-45,26-35,Tamil Nadu,Yes Bank,SBI,Android,4G,0,19,Sunday,1
TXN400000000989,26-09-2024 20:43:00,Recharge,Healthcare,2386,SUCCESS,18-25,36-45,Delhi,ICICI,HDFC,Android,WiFi,0,20,Thursday,0
TXN400000000990,24-09-2024 17:00:00,P2M,Shopping,4376,FAILED,26-35,26-35,Rajasthan,Yes Bank,HDFC,iOS,5G,0,17,Tuesday,0
TXN400000000991,02-08-2024 11:10:00,P2M,Grocery,3794,SUCCESS,36-45,56+,Maharashtra,Kotak,Kotak,Android,3G,1,11,Friday,0
TXN400000000992,26-07-2024 20:12:00,P2P,Food,12050,SUCCESS,26-35,56+,Maharashtra,PNB,Kotak,iOS,4G,0,20,Friday,0
TXN400000000993,24-08-2024 17:38:00,P2M,Shopping,1418,FAILED,46-55,36-45,Karnataka,Axis,ICICI,Android,4G,1,17,Saturday,1
TXN400000000994,06-11-2024 16:34:00,P2M,Fuel,3799,FAILED,56+,46-55,Tamil Nadu,ICICI,PNB,iOS,4G,0,16,Wednesday,0
TXN400000000995,29-06-2024 14:33:00,Recharge,Utilities,8869,FAILED,26-35,46-55,Maharashtra,PNB,Yes Bank,iOS,5G,0,14,Saturday,1
TXN400000000996,30-11-2024 21:13:00,Bill Payment,Shopping,1542,FAILED,18-25,18-25,Gujarat,Yes Bank,ICICI,iOS,4G,1,21,Saturday,1
TXN400000000997,05-09-2024 14:53:00,Recharge,Grocery,3067,SUCCESS,56+,56+,Karnataka,HDFC,Kotak,Android,3G,0,14,Thursday,0
TXN400000000998,13-06-2024 11:00:00,Recharge,Healthcare,16971,FAILED,36-45,56+,Rajasthan,Yes Bank,Yes Bank,Android,WiFi,0,11,Thursday,0
TXN400000000999,04-12-2024 09:55:00,P2P,Fuel,1934,SUCCESS,36-45,36-45,Tamil Nadu,ICICI,HDFC,Android,3G,1,9,Wednesday,0
TXN400000001000,10-04-2024 20:25:00,Recharge,Healthcare,8757,FAILED,18-25,26-35,Maharashtra,SBI,Yes Bank,iOS,WiFi,0,20,Wednesday,0
